,Lemmas,PoS,Sentiment
795,placed,VBD,Disgust/Fear
796,eve,VB,Disgust/Fear
797,conceived,VBD,Disgust/Fear
798,gotten,VBN,Disgust/Fear
799,cain,VBP,Disgust/Fear
800,fallen,VBN,Sad/Angry
801,shalt,VBD,Disgust/Fear
802,accepted,VBN,Happy
803,cain,VB,Disgust/Fear
804,rose,VBD,Disgust/Fear
805,slew,VBD,Disgust/Fear
806,hast,VBD,Disgust/Fear
807,cursed,VBD,Disgust/Fear
808,opened,VBD,Disgust/Fear
809,tillest,VBP,Disgust/Fear
810,henceforth,VB,Disgust/Fear
811,driven,VB,Disgust/Fear
812,hid,VBN,Sad/Angry
813,slay,VB,Disgust/Fear
814,kill,VB,Sad/Angry
815,builded,VBD,Disgust/Fear
816,irad,VB,Disgust/Fear
817,mehujael,VB,Disgust/Fear
818,methusael,VB,Disgust/Fear
819,handle,VBP,Disgust/Fear
820,bare,VBD,Disgust/Fear
821,hearken,VBN,Disgust/Fear
822,slain,VBN,Disgust/Fear
823,avenged,VBN,Disgust/Fear
824,appointed,VBD,Disgust/Fear
825,seth,VB,Disgust/Fear
826,began,VBD,Disgust/Fear
827,begat,VB,Disgust/Fear
828,begotten,VBN,Disgust/Fear
829,begat,VBD,Disgust/Fear
830,adam,VBP,Disgust/Fear
831,lived,VBN,Disgust/Fear
832,hundred,VBN,Disgust/Fear
833,mahalaleel,VB,Disgust/Fear
834,jared,VBD,Disgust/Fear
835,walked,VBN,Disgust/Fear
836,hundred,VBD,Disgust/Fear
837,comfort,VB,Happy
838,chose,VBD,Disgust/Fear
839,repented,VBD,Disgust/Fear
840,grieved,VBD,Sad/Angry
841,destroy,VB,Sad/Angry
842,walked,VBD,Disgust/Fear
843,filled,VBN,Disgust/Fear
844,looked,VBD,Disgust/Fear
845,corrupted,VBN,Disgust/Fear
846,living,VBG,Disgust/Fear
847,eaten,VBN,Disgust/Fear
848,broken,VBD,Sad/Angry
849,entered,VBD,Disgust/Fear
850,shut,VBD,Disgust/Fear
851,increased,VBD,Happy
852,lift,VBN,Disgust/Fear
853,prevailed,VBD,Disgust/Fear
854,increased,VBN,Happy
855,covered,VBN,Disgust/Fear
856,prevail,VBP,Disgust/Fear
857,destroyed,VBN,Sad/Angry
858,remained,VB,Disgust/Fear
859,remembered,VBN,Disgust/Fear
860,asswaged,VBD,Disgust/Fear
861,returned,VBD,Disgust/Fear
862,abated,VBN,Disgust/Fear
863,decreased,VBD,Disgust/Fear
864,fro,VB,Disgust/Fear
865,dried,VBN,Disgust/Fear
866,pulled,VBD,Disgust/Fear
867,stayed,VBD,Disgust/Fear
868,pluckt,VBD,Disgust/Fear
869,dried,VBD,Disgust/Fear
870,offered,VBD,Disgust/Fear
871,smelled,VBD,Disgust/Fear
872,curse,VB,Sad/Angry
873,cease,VB,Disgust/Fear
874,delivered,VBD,Disgust/Fear
875,require,VB,Disgust/Fear
876,shed,VBN,Disgust/Fear
877,ye,VBN,Disgust/Fear
878,established,VBN,Disgust/Fear
879,flesh,VBP,Disgust/Fear
880,shem,VBN,Disgust/Fear
881,drunken,VBN,Disgust/Fear
882,uncovered,VBN,Disgust/Fear
883,laid,VBD,Disgust/Fear
884,covered,VBD,Disgust/Fear
885,canaan,VB,Disgust/Fear
886,enlarge,VB,Disgust/Fear
887,dwell,VB,Happy
888,unto,VB,Disgust/Fear
889,divided,VBN,Disgust/Fear
890,babel,VBN,Disgust/Fear
891,resen,VBP,Disgust/Fear
892,sidon,VBD,Disgust/Fear
893,spread,VBP,Disgust/Fear
894,gerar,VB,Disgust/Fear
895,salah,VB,Disgust/Fear
896,sephar,VBD,Disgust/Fear
897,journeyed,VBP,Disgust/Fear
898,dwelt,VBP,Disgust/Fear
899,reach,VB,Happy
900,builded,VBN,Disgust/Fear
901,begin,VBP,Disgust/Fear
902,imagined,VBN,Disgust/Fear
903,confound,VB,Disgust/Fear
904,scattered,VBD,Disgust/Fear
905,eber,VB,Disgust/Fear
906,reu,VB,Disgust/Fear
907,haran,VB,Disgust/Fear
908,barren,VBN,Disgust/Fear
909,sarai,VB,Disgust/Fear
910,terah,VB,Disgust/Fear
911,died,VBN,Sad/Angry
912,thee,VBN,Disgust/Fear
913,kindred,VBN,Disgust/Fear
914,shew,VB,Disgust/Fear
915,bless,VB,Happy
916,curse,VBD,Sad/Angry
917,departed,VBN,Disgust/Fear
918,spoken,VBN,Disgust/Fear
919,lot,VB,Disgust/Fear
920,abram,VB,Disgust/Fear
921,departed,VBD,Disgust/Fear
922,passed,VBN,Disgust/Fear
923,appeared,VBD,Disgust/Fear
924,pitched,VBD,Disgust/Fear
925,sojourn,VB,Disgust/Fear
926,live,VB,Disgust/Fear
927,beheld,VBD,Disgust/Fear
928,commended,VBD,Happy
929,entreated,VBD,Disgust/Fear
930,sheep,VBN,Disgust/Fear
931,plagued,VBN,Disgust/Fear
932,pharaoh,VB,Disgust/Fear
933,bethel,VB,Disgust/Fear
934,dwelled,VBD,Happy
935,thou,VBD,Disgust/Fear
936,lifted,VBD,Disgust/Fear
937,beheld,VB,Disgust/Fear
938,destroyed,VBD,Sad/Angry
939,chose,VB,Disgust/Fear
940,journeyed,VBN,Disgust/Fear
941,separated,VBD,Disgust/Fear
942,dwelled,VBN,Happy
943,separated,VBN,Disgust/Fear
944,numbered,VBN,Disgust/Fear
945,walk,VBP,Disgust/Fear
946,removed,VBN,Disgust/Fear
947,built,VB,Disgust/Fear
948,shemeber,VB,Disgust/Fear
949,joined,VBN,Disgust/Fear
950,served,VBD,Disgust/Fear
951,rebelled,VBD,Sad/Angry
952,smote,VB,Disgust/Fear
953,fled,VBN,Disgust/Fear
954,remained,VBD,Disgust/Fear
955,fled,VBD,Disgust/Fear
956,dwelt,VBD,Disgust/Fear
957,escaped,VBN,Disgust/Fear
958,armed,VBD,Disgust/Fear
959,pursued,VBD,Disgust/Fear
960,meet,VB,Disgust/Fear
961,hath,VBP,Disgust/Fear
962,thyself,VB,Disgust/Fear
963,exceeding,VBG,Disgust/Fear
964,wilt,VBD,Disgust/Fear
965,seeing,VBG,Disgust/Fear
966,hast,VB,Disgust/Fear
967,look,VBP,Disgust/Fear
968,believed,VBD,Disgust/Fear
969,inherit,VB,Disgust/Fear
970,abram,VBP,Disgust/Fear
971,drove,VB,Disgust/Fear
972,afflict,VB,Disgust/Fear
973,passed,VBD,Disgust/Fear
974,restrained,VBD,Disgust/Fear
975,obtain,VB,Disgust/Fear
976,hearkened,VBN,Disgust/Fear
977,maid,VBD,Disgust/Fear
978,dwelt,VBN,Disgust/Fear
979,conceived,VBN,Disgust/Fear
980,her,VB,Disgust/Fear
981,dealt,VBD,Disgust/Fear
982,shur,VB,Disgust/Fear
983,flee,VBP,Disgust/Fear
984,submit,VB,Disgust/Fear
985,shalt,VB,Disgust/Fear
986,www.holybooks.com,VB,Disgust/Fear
987,looked,VBN,Disgust/Fear
988,bered,VBD,Disgust/Fear
989,talked,VBN,Disgust/Fear
990,abraham,VBN,Disgust/Fear
991,ye,VBP,Disgust/Fear
992,circumcised,VBN,Disgust/Fear
993,circumcise,VB,Disgust/Fear
994,bought,VBD,Disgust/Fear
995,bought,VBN,Disgust/Fear
996,laughed,VBD,Happy
997,sarah,VB,Disgust/Fear
998,sarah,VBD,Disgust/Fear
999,twelve,VB,Disgust/Fear
1000,beget,VB,Disgust/Fear
1001,sarah,VBP,Disgust/Fear
1002,talking,VBG,Disgust/Fear
1003,ishmael,VB,Disgust/Fear
1004,circumcised,VBD,Disgust/Fear
1005,sat,VBD,Disgust/Fear
1006,stood,VBN,Disgust/Fear
1007,ran,VBD,Disgust/Fear
1008,bowed,VBD,Disgust/Fear
1009,fetched,VBN,Disgust/Fear
1010,wash,VB,Disgust/Fear
1011,fetch,VB,Disgust/Fear
1012,hastened,VBN,Disgust/Fear
1013,knead,VBP,Disgust/Fear
1014,fetcht,VB,Disgust/Fear
1015,hasted,VBD,Disgust/Fear
1016,dressed,VBN,Disgust/Fear
1017,return,VB,Disgust/Fear
1018,ceased,VBD,Disgust/Fear
1019,abraham,VB,Disgust/Fear
1020,command,VB,Disgust/Fear
1021,spare,VB,Disgust/Fear
1022,fifty,VBP,Disgust/Fear
1023,answered,VBN,Disgust/Fear
1024,lack,VB,Sad/Angry
1025,spake,VB,Disgust/Fear
1026,forty,VBN,Disgust/Fear
1027,unto,VBD,Disgust/Fear
1028,thirty,VB,Disgust/Fear
1029,ten,VB,Disgust/Fear
1030,communing,VBG,Disgust/Fear
1031,returned,VBN,Disgust/Fear
1032,sodom,VB,Disgust/Fear
1033,tarry,VB,Disgust/Fear
1034,rise,VB,Disgust/Fear
1035,pressed,VBD,Disgust/Fear
1036,bake,VB,Disgust/Fear
1037,compassed,VBD,Disgust/Fear
1038,deal,VB,Disgust/Fear
1039,smote,VBP,Disgust/Fear
1040,wearied,VBD,Disgust/Fear
1041,married,VBD,Disgust/Fear
1042,mocked,VBD,Sad/Angry
1043,consumed,VBN,Disgust/Fear
1044,lingered,VBD,Disgust/Fear
1045,stay,VB,Disgust/Fear
1046,magnified,VBN,Disgust/Fear
1047,shewed,VBD,Disgust/Fear
1048,flee,VB,Disgust/Fear
1049,overthrow,VB,Disgust/Fear
1050,rained,VBD,Disgust/Fear
1051,overthrew,VBD,Disgust/Fear
1052,feared,VBD,Sad/Angry
1053,preserve,VB,Disgust/Fear
1054,drink,VB,Disgust/Fear
1055,perceived,VBD,Disgust/Fear
1056,arose,VBD,Disgust/Fear
1057,lie,VBP,Disgust/Fear
1058,www.holybooks.com,VBD,Disgust/Fear
1059,sojourned,VBD,Disgust/Fear
1060,abimelech,VB,Disgust/Fear
1061,withheld,VBD,Disgust/Fear
1062,sinning,VBG,Disgust/Fear
1063,suffered,VBD,Sad/Angry
1064,touch,VB,Disgust/Fear
1065,restore,VBP,Happy
1066,pray,VB,Happy
1067,thou,VBN,Disgust/Fear
1068,wander,VB,Disgust/Fear
1069,restored,VBD,Happy
1070,prayed,VBN,Disgust/Fear
1071,healed,VBN,Disgust/Fear
1072,visited,VBD,Disgust/Fear
1073,abraham,VBP,Disgust/Fear
1074,laugh,VB,Happy
1075,suck,VBN,Sad/Angry
1076,weaned,VBN,Disgust/Fear
1077,cast,VBD,Disgust/Fear
1078,heir,VBN,Disgust/Fear
1079,putting,VBG,Disgust/Fear
1080,wandered,VBD,Disgust/Fear
1081,spent,VBN,Disgust/Fear
1082,filled,VBD,Disgust/Fear
1083,phichol,VB,Disgust/Fear
1084,sojourned,VBN,Disgust/Fear
1085,swear,VB,Sad/Angry
1086,abimelech,VBP,Disgust/Fear
1087,wot,VBP,Disgust/Fear
1088,didst,VB,Disgust/Fear
1089,lamb,VBD,Disgust/Fear
1090,digged,VBN,Disgust/Fear
1091,sware,VBP,Disgust/Fear
1092,land,VBP,Disgust/Fear
1093,offer,VBP,Disgust/Fear
1094,saddled,VBD,Disgust/Fear
1095,isaac,VB,Disgust/Fear
1096,clave,VBP,Disgust/Fear
1097,told,VBN,Disgust/Fear
1098,afar,VBD,Disgust/Fear
1099,stretched,VBD,Disgust/Fear
1100,withheld,VBN,Disgust/Fear
1101,blessing,VBG,Happy
1102,multiplying,VBG,Disgust/Fear
1103,posse,VB,Disgust/Fear
1104,obeyed,VBD,Disgust/Fear
1105,huz,VB,Disgust/Fear
1106,buz,VB,Disgust/Fear
1107,kemuel,VB,Disgust/Fear
1108,nahor,VB,Disgust/Fear
1109,mourn,VB,Sad/Angry
1110,weep,VB,Sad/Angry
1111,bury,VB,Disgust/Fear
1112,bury,VBP,Disgust/Fear
1113,withhold,VB,Disgust/Fear
1114,communed,VBD,Disgust/Fear
1115,ephron,VB,Disgust/Fear
1116,answered,VBD,Disgust/Fear
1117,give,VBP,Disgust/Fear
1118,weighed,VBN,Disgust/Fear
1119,round,VBP,Disgust/Fear
1120,ruled,VBD,Disgust/Fear
1121,dwell,VBP,Happy
1122,send,VB,Disgust/Fear
1123,mesopotamia,VB,Disgust/Fear
1124,kneel,VB,Disgust/Fear
1125,drink,VBP,Disgust/Fear
1126,rebekah,VB,Disgust/Fear
1127,bethuel,VB,Disgust/Fear
1128,emptied,VBD,Sad/Angry
1129,drew,VBD,Disgust/Fear
1130,wondering,VBG,Disgust/Fear
1131,wit,VB,Disgust/Fear
1132,pray,VBP,Happy
1133,lodge,VB,Disgust/Fear
1134,worshipped,VBD,Happy
1135,led,VBD,Disgust/Fear
1136,laban,VB,Disgust/Fear
1137,prepared,VBN,Happy
1138,ungirded,VBD,Disgust/Fear
1139,prosper,VB,Disgust/Fear
1140,asked,VBD,Disgust/Fear
1141,put,VBP,Disgust/Fear
1142,led,VBN,Disgust/Fear
1143,bowing,VBG,Disgust/Fear
1144,tarried,VBD,Disgust/Fear
1145,hinder,VB,Disgust/Fear
1146,prospered,VBD,Disgust/Fear
1147,rebekah,VBN,Disgust/Fear
1148,hate,VBP,Sad/Angry
1149,rode,VBP,Disgust/Fear
1150,followed,VBD,Disgust/Fear
1151,lighted,VBD,Disgust/Fear
1152,loved,VBD,Happy
1153,comforted,VBN,Happy
1154,isaac,VBP,Disgust/Fear
1155,ishmael,VBP,Disgust/Fear
1156,purchased,VBN,Disgust/Fear
1157,hagar,VBD,Disgust/Fear
1158,kedar,VB,Disgust/Fear
1159,intreated,VBD,Disgust/Fear
1160,intreated,VBN,Disgust/Fear
1161,struggled,VBD,Sad/Angry
1162,enquire,VB,Disgust/Fear
1163,fulfilled,VBN,Happy
1164,esau,VB,Disgust/Fear
1165,jacob,VB,Disgust/Fear
1166,dwelling,VBG,Happy
1167,rebekah,VBP,Disgust/Fear
1168,loved,VBN,Happy
1169,feed,VB,Disgust/Fear
1170,swear,VBP,Sad/Angry
1171,sware,VB,Disgust/Fear
1172,sold,VBD,Disgust/Fear
1173,esau,VBN,Disgust/Fear
1174,despised,VBD,Sad/Angry
1175,perform,VB,Disgust/Fear
1176,kept,VB,Disgust/Fear
1177,sporting,VBG,Disgust/Fear
1178,sowed,VBN,Disgust/Fear
1179,waxed,VBD,Disgust/Fear
1180,envied,VBD,Sad/Angry
1181,strove,VBP,Disgust/Fear
1182,strove,VB,Disgust/Fear
1183,strove,VBD,Disgust/Fear
1184,betwixt,VBD,Disgust/Fear
1185,touched,VBN,Disgust/Fear
1186,judith,VB,Disgust/Fear
1187,hunt,VB,Disgust/Fear
1188,obey,VB,Disgust/Fear
1189,command,VBP,Disgust/Fear
1190,savoury,VB,Disgust/Fear
1191,fetched,VBD,Disgust/Fear
1192,felt,VBD,Disgust/Fear
1193,discerned,VBD,Disgust/Fear
1194,drank,VBD,Disgust/Fear
1195,kiss,VB,Happy
1196,kissed,VBD,Happy
1197,serve,VBP,Disgust/Fear
1198,bow,VBP,Disgust/Fear
1199,cried,VBD,Sad/Angry
1200,named,VBD,Disgust/Fear
1201,supplanted,VBD,Disgust/Fear
1202,reserved,VBD,Disgust/Fear
1203,sustained,VBD,Disgust/Fear
1204,hated,VBD,Sad/Angry
1205,wherewith,VBD,Disgust/Fear
1206,mourning,VBG,Sad/Angry
1207,purposing,VBG,Disgust/Fear
1208,arise,VB,Disgust/Fear
1209,turn,VBP,Disgust/Fear
1210,forget,VB,Sad/Angry
1211,deprived,VBN,Sad/Angry
1212,padanaram,VB,Disgust/Fear
1213,god,VBP,Happy
1214,sleep,VB,Disgust/Fear
1215,dreamed,VBD,Disgust/Fear
1216,reached,VBD,Happy
1217,heaven,VB,Happy
1218,behold,VB,Disgust/Fear
1219,descending,VBG,Disgust/Fear
1220,awaked,VBD,Disgust/Fear
1221,vowed,VBD,Disgust/Fear
1222,god,VBN,Happy
1223,bread,VB,Disgust/Fear
1224,come,VBP,Disgust/Fear
1225,rachel,VB,Disgust/Fear
1226,feed,VBP,Disgust/Fear
1227,till,VBP,Disgust/Fear
1228,roll,VBP,Disgust/Fear
1229,kept,VBD,Disgust/Fear
1230,embraced,VBD,Disgust/Fear
1231,favoured,VBN,Happy
1232,leah,VB,Disgust/Fear
1233,zilpah,VBD,Disgust/Fear
1234,fulfil,VBD,Disgust/Fear
1235,fulfilled,VBD,Happy
1236,bilhah,VBD,Disgust/Fear
1237,hated,VBN,Sad/Angry
1238,rachel,VBP,Disgust/Fear
1239,praise,VB,Happy
1240,die,VBP,Sad/Angry
1241,kindled,VBN,Disgust/Fear
1242,bilhah,VB,Disgust/Fear
1243,judged,VBD,Disgust/Fear
1244,wrestled,VBN,Disgust/Fear
1245,prevailed,VBN,Disgust/Fear
1246,hired,VBN,Disgust/Fear
1247,jacob,VBP,Disgust/Fear
1248,served,VBN,Disgust/Fear
1249,appoint,VB,Disgust/Fear
1250,knowest,VB,Disgust/Fear
1251,wilt,VBP,Disgust/Fear
1252,removing,VBG,Disgust/Fear
1253,speckled,VBN,Disgust/Fear
1254,spotted,VBN,Disgust/Fear
1255,speckled,VBD,Disgust/Fear
1256,stolen,VBN,Sad/Angry
1257,ringstraked,VBN,Disgust/Fear
1258,journey,VBP,Disgust/Fear
1259,pilled,VBD,Disgust/Fear
1260,pilled,VBN,Disgust/Fear
1261,conceive,VB,Disgust/Fear
1262,ringstraked,VBD,Disgust/Fear
1263,spotted,VBD,Disgust/Fear
1264,separate,VB,Disgust/Fear
1265,whensoever,VB,Disgust/Fear
1266,deceived,VBD,Sad/Angry
1267,changed,VBD,Disgust/Fear
1268,ten,VBN,Disgust/Fear
1269,hurt,VB,Sad/Angry
1270,leaped,VBD,Disgust/Fear
1271,grisled,VBD,Disgust/Fear
1272,lift,VBD,Disgust/Fear
1273,devoured,VBD,Disgust/Fear
1274,carried,VBD,Disgust/Fear
1275,getting,VBG,Disgust/Fear
1276,shear,VB,Disgust/Fear
1277,pursued,VBN,Disgust/Fear
1278,overtook,VBP,Disgust/Fear
1279,pitched,VBN,Disgust/Fear
1280,steal,VB,Sad/Angry
1281,heed,VB,Disgust/Fear
1282,wherefore,VBD,Disgust/Fear
1283,searched,VBN,Disgust/Fear
1284,displease,VB,Disgust/Fear
1285,wroth,VBN,Disgust/Fear
1286,judge,VB,Disgust/Fear
1287,betwixt,VB,Disgust/Fear
1288,cast,VBN,Disgust/Fear
1289,require,VBP,Disgust/Fear
1290,consumed,VBD,Disgust/Fear
1291,changed,VBN,Disgust/Fear
1292,rebuked,VBD,Disgust/Fear
1293,met,VBD,Disgust/Fear
1294,ox,VBN,Disgust/Fear
1295,smite,VB,Disgust/Fear
1296,lodged,VBD,Disgust/Fear
1297,esau,VBG,Disgust/Fear
1298,appease,VB,Happy
1299,accept,VB,Happy
1300,wrestled,VBD,Disgust/Fear
1301,touched,VBD,Disgust/Fear
1302,asked,VBN,Disgust/Fear
1303,preserved,VBN,Disgust/Fear
1304,halted,VBD,Disgust/Fear
1305,foremost,VBN,Disgust/Fear
1306,wept,VBP,Sad/Angry
1307,enough,VBN,Disgust/Fear
1308,urged,VBD,Disgust/Fear
1309,overdrive,VB,Disgust/Fear
1310,lead,VB,Disgust/Fear
1311,goeth,VBP,Disgust/Fear
1312,endure,VB,Disgust/Fear
1313,succoth,VB,Disgust/Fear
1314,shalem,VB,Disgust/Fear
1315,spread,VBN,Disgust/Fear
1316,erected,VBD,Disgust/Fear
1317,dinah,VB,Disgust/Fear
1318,shechem,VBP,Disgust/Fear
1319,defiled,VBD,Disgust/Fear
1320,defiled,VBN,Disgust/Fear
1321,held,VBN,Disgust/Fear
1322,hamor,VB,Disgust/Fear
1323,commune,VB,Disgust/Fear
1324,wrought,VBN,Disgust/Fear
1325,lying,VBG,Sad/Angry
1326,communed,VBN,Disgust/Fear
1327,unto,VBP,Disgust/Fear
1328,trade,VB,Disgust/Fear
1329,therein,VBP,Disgust/Fear
1330,consent,VB,Happy
1331,pleased,VBN,Happy
1332,deferred,VBD,Disgust/Fear
1333,delight,VBN,Happy
1334,shechem,VB,Disgust/Fear
1335,slew,VBP,Disgust/Fear
1336,spoiled,VBD,Disgust/Fear
1337,captive,VBP,Disgust/Fear
1338,simeon,VB,Disgust/Fear
1339,levi,VB,Disgust/Fear
1340,troubled,VBN,Sad/Angry
1341,stink,VB,Sad/Angry
1342,gather,VB,Disgust/Fear
1343,change,VB,Disgust/Fear
1344,hid,VB,Sad/Angry
1345,journeyed,VBD,Disgust/Fear
1346,pursue,VB,Disgust/Fear
1347,luz,VB,Disgust/Fear
1348,israel,VBP,Disgust/Fear
1349,ephrath,VB,Disgust/Fear
1350,travailed,VBN,Disgust/Fear
1351,spread,VBD,Disgust/Fear
1352,israel,VB,Disgust/Fear
1353,esau,VBP,Disgust/Fear
1354,got,VBN,Disgust/Fear
1355,reuel,VB,Disgust/Fear
1356,eliphaz,VB,Disgust/Fear
1357,duke,VBP,Disgust/Fear
1358,inhabited,VBD,Disgust/Fear
1359,lotan,VB,Disgust/Fear
1360,fed,VBD,Disgust/Fear
1361,duke,VB,Disgust/Fear
1362,reigned,VBD,Disgust/Fear
1363,reigned,VBN,Disgust/Fear
1364,bela,VB,Disgust/Fear
1365,baal-hanan,VB,Disgust/Fear
1366,matred,VBN,Disgust/Fear
1367,feeding,VBG,Disgust/Fear
1368,joseph,VB,Disgust/Fear
1369,dreamed,VBN,Disgust/Fear
1370,binding,VBG,Disgust/Fear
1371,bow,VB,Disgust/Fear
1372,observed,VBD,Disgust/Fear
1373,seek,VBP,Disgust/Fear
1374,dothan,VB,Disgust/Fear
1375,afar,VB,Disgust/Fear
1376,conspired,VBD,Disgust/Fear
1377,reuben,VB,Disgust/Fear
1378,shed,VBD,Disgust/Fear
1379,rid,VB,Disgust/Fear
1380,stript,VBP,Disgust/Fear
1381,joseph,VBG,Disgust/Fear
1382,carry,VB,Disgust/Fear
1383,egypt,VB,Disgust/Fear
1384,slay,VBP,Disgust/Fear
1385,conceal,VB,Disgust/Fear
1386,rent,VBD,Disgust/Fear
1387,killed,VBD,Sad/Angry
1388,dipped,VBD,Disgust/Fear
1389,mourned,VBD,Sad/Angry
1390,refused,VBD,Sad/Angry
1391,er,VBG,Disgust/Fear
1392,wicked,VBN,Sad/Angry
1393,marry,VB,Disgust/Fear
1394,raise,VB,Disgust/Fear
1395,spilled,VBD,Disgust/Fear
1396,displeased,VBD,Sad/Angry
1397,tamar,VB,Disgust/Fear
1398,remain,VBP,Disgust/Fear
1399,shelah,VB,Disgust/Fear
1400,grown,VBN,Disgust/Fear
1401,timnath,VB,Disgust/Fear
1402,judah,VB,Disgust/Fear
1403,shamed,VBN,Sad/Angry
1404,played,VBD,Happy
1405,acknowledged,VBD,Disgust/Fear
1406,bound,VB,Disgust/Fear
1407,potiphar,VB,Disgust/Fear
1408,overseer,VB,Disgust/Fear
1409,committed,VBD,Happy
1410,caught,VBD,Disgust/Fear
1411,mock,VB,Sad/Angry
1412,continued,VBD,Disgust/Fear
1413,interpretation,VB,Disgust/Fear
1414,budded,VBD,Disgust/Fear
1415,restore,VB,Happy
1416,hang,VB,Disgust/Fear
1417,hanged,VBD,Disgust/Fear
1418,forgat,VBD,Disgust/Fear
1419,fatfleshed,VBD,Disgust/Fear
1420,fed,VBP,Disgust/Fear
1421,favoured,VBD,Happy
1422,leanfleshed,VBD,Disgust/Fear
1423,stood,VB,Disgust/Fear
1424,blasted,VBN,Disgust/Fear
1425,sprung,VBD,Disgust/Fear
1426,interpret,VB,Disgust/Fear
1427,interpreted,VBD,Disgust/Fear
1428,shaved,VBD,Disgust/Fear
1429,fatfleshed,VBN,Disgust/Fear
1430,leanfleshed,VBN,Disgust/Fear
1431,withered,VBD,Disgust/Fear
1432,declare,VB,Disgust/Fear
1433,sheweth,VB,Disgust/Fear
1434,forgotten,VBN,Sad/Angry
1435,consume,VB,Disgust/Fear
1436,following,VBG,Disgust/Fear
1437,doubled,VBN,Disgust/Fear
1438,all,VB,Disgust/Fear
1439,ruled,VBN,Disgust/Fear
1440,ring,VBG,Disgust/Fear
1441,arrayed,VBD,Disgust/Fear
1442,ride,VB,Disgust/Fear
1443,gathered,VBD,Disgust/Fear
1444,ended,VBN,Disgust/Fear
1445,famished,VBN,Disgust/Fear
1446,buy,VB,Disgust/Fear
1447,sold,VBN,Disgust/Fear
1448,proved,VBN,Disgust/Fear
1449,send,VBP,Disgust/Fear
1450,let,VBD,Disgust/Fear
1451,carry,VBP,Disgust/Fear
1452,verified,VBN,Disgust/Fear
1453,besought,VBD,Disgust/Fear
1454,sin,VB,Sad/Angry
1455,required,VBN,Disgust/Fear
1456,bound,VBD,Disgust/Fear
1457,laded,VBD,Disgust/Fear
1458,espied,VBD,Disgust/Fear
1459,restored,VBN,Happy
1460,failed,VBD,Sad/Angry
1461,befell,VBP,Disgust/Fear
1462,traffick,VB,Disgust/Fear
1463,bereaved,VBN,Sad/Angry
1464,protest,VB,Sad/Angry
1465,surety,VBN,Happy
1466,lingered,VBN,Disgust/Fear
1467,mercy,VBP,Happy
1468,dine,VB,Disgust/Fear
1469,treasure,VBP,Happy
1470,washed,VBD,Disgust/Fear
1471,yearn,VB,Disgust/Fear
1472,refrained,VBD,Disgust/Fear
1473,set,VBP,Disgust/Fear
1474,marvelled,VBD,Disgust/Fear
1475,benjamin,VB,Disgust/Fear
1476,drank,VBP,Disgust/Fear
1477,merry,VBN,Happy
1478,follow,VBP,Disgust/Fear
1479,overtake,VB,Disgust/Fear
1480,rewarded,VBN,Happy
1481,overtook,VBD,Disgust/Fear
1482,let,VBP,Disgust/Fear
1483,speedily,VBP,Disgust/Fear
1484,rent,VBP,Disgust/Fear
1485,deed,VBD,Disgust/Fear
1486,divine,VB,Happy
1487,god,VBD,Happy
1488,thine,VB,Disgust/Fear
1489,loveth,VBD,Disgust/Fear
1490,mine,VB,Disgust/Fear
1491,come,VBD,Disgust/Fear
1492,buy,VBP,Disgust/Fear
1493,torn,VBN,Sad/Angry
1494,refrain,VB,Disgust/Fear
1495,earing,VBG,Disgust/Fear
1496,poverty,VB,Sad/Angry
1497,haste,VB,Disgust/Fear
1498,lade,VB,Disgust/Fear
1499,fainted,VBD,Disgust/Fear
1500,joseph,VBP,Disgust/Fear
1501,revived,VBN,Disgust/Fear
1502,carried,VBN,Disgust/Fear
1503,pharaoh,VBP,Disgust/Fear
1504,ohad,VBD,Disgust/Fear
1505,shaul,VB,Disgust/Fear
1506,sered,VBN,Disgust/Fear
1507,serah,VB,Disgust/Fear
1508,laban,VBP,Disgust/Fear
1509,belah,VBN,Disgust/Fear
1510,direct,VB,Disgust/Fear
1511,goshen,VB,Disgust/Fear
1512,presented,VBD,Disgust/Fear
1513,wept,VB,Sad/Angry
1514,nourished,VBD,Disgust/Fear
1515,fainted,VBN,Disgust/Fear
1516,hide,VB,Sad/Angry
1517,desolate,VB,Disgust/Fear
1518,assigned,VBD,Disgust/Fear
1519,sow,VB,Disgust/Fear
1520,saved,VBD,Happy
1521,multiplied,VBD,Disgust/Fear
1522,cometh,VBP,Disgust/Fear
1523,strengthened,VBN,Happy
1524,buried,VBD,Disgust/Fear
1525,thy,VBP,Disgust/Fear
1526,stretched,VBN,Disgust/Fear
1527,walk,VB,Disgust/Fear
1528,redeemed,VBD,Happy
1529,remove,VB,Disgust/Fear
1530,truly,VB,Happy
1531,befall,VB,Disgust/Fear
1532,wentest,VBP,Disgust/Fear
1533,brother,VBP,Disgust/Fear
1534,stooped,VBD,Disgust/Fear
1535,couched,VBD,Disgust/Fear
1536,rouse,VB,Disgust/Fear
1537,depart,VB,Disgust/Fear
1538,couching,VBG,Disgust/Fear
1539,dan,VB,Disgust/Fear
1540,waited,VBN,Disgust/Fear
1541,overcome,VB,Disgust/Fear
1542,asher,VBG,Disgust/Fear
1543,yield,VB,Disgust/Fear
1544,run,VBP,Disgust/Fear
1545,help,VB,Happy
1546,ravin,VB,Disgust/Fear
1547,devour,VB,Disgust/Fear
1548,abraham,VBD,Disgust/Fear
